07-12-201807-12-201812-12-201816:22:4612-12-201816:45:4400007514
    0000000040550000000040550001           435001003 1   1 CLP     2018120700K1769 BEX20000000000149811909000000000001498119090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059500001           212801034 1   1 CLP     2018120700K1769 OPT   00000000215674842000000000002156748420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059500001           989901117 8   1 CLP     2018120700K1769 OPT   00000005376000000000000000053760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059500001           989904056 8   1 USD     2018120700K1769 OPT   00000000008000000000000000053948800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           412801011 1   1 CLP     2018120700K1769 OPT   80000000000379747000000000000003797470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           412801035 1   1 CLP     2018120700K1769 OPT   8-0000000003797470000-0000000003797470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           412801035 1   1 CLP     2018120700K1769 OPT   80000000000379747000000000000003797470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989901119 8   1 CLP     2018120700K1769 OPT   8-0000001345600000000-0000001345600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989901119 8   1 CLP     2018120700K1769 OPT   80000000134560000000000000001345600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989901137 8   1 CLP     2018120700K1769 OPT   80000000134560000000000000001345600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989904058 8   1 USD     2018120700K1769 OPT   8-0000000002000000000-0000001348720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989904058 8   1 USD     2018120700K1769 OPT   80000000000200000000000000001348720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059510001           989904082 8   1 USD     2018120700K1769 OPT   80000000000200000000000000001348720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059530001           212801034 1   1 CLP     2018120700K1769 OPT   00000000065519058000000000000655190580000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059530001           989901117 8   1 CLP     2018120700K1769 OPT   00000001467400000000000000014674000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059530001           989904056 8   1 USD     2018120700K1769 OPT   00000000002200000000000000014835920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059540001           212801034 1   1 CLP     2018120700K1769 OPT   00000000331421678000000000003314216780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059540001           989901117 8   1 CLP     2018120700K1769 OPT   00000006369850000000000000063698500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059540001           989904056 8   1 USD     2018120700K1769 OPT   00000000009550000000000000064401380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580001           412801035 1   1 CLP     2018120700K1769 OPT   50000000000888253000000000000008882530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580001           989901119 8   1 CLP     2018120700K1769 OPT   50000000035991000000000000000359910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580001           989904058 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580002           212801035 1   1 CLP     2018120700K1769 OPT   50000000000475534000000000000004755340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580002           989901118 8   1 CLP     2018120700K1769 OPT   50000000035991000000000000000359910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580002           989904057 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580003           212801034 1   1 CLP     2018120700K1769 OPT   50000000000266256000000000000002662560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580003           989901117 8   1 CLP     2018120700K1769 OPT   50000000037800000000000000000378000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059580003           989904056 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590001           412801035 1   1 CLP     2018120700K1769 OPT   50000000001015959000000000000010159590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590001           989901119 8   1 CLP     2018120700K1769 OPT   50000000035926200000000000000359262000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590001           989904058 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590002           212801035 1   1 CLP     2018120700K1769 OPT   50000000000544752000000000000005447520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590002           989901118 8   1 CLP     2018120700K1769 OPT   50000000035926200000000000000359262000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590002           989904057 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590003           212801034 1   1 CLP     2018120700K1769 OPT   50000000000345531000000000000003455310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590003           989901117 8   1 CLP     2018120700K1769 OPT   50000000037800000000000000000378000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059590003           989904056 8   1 USD     2018120700K1769 OPT   50000000000054000000000000000364154400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600001           412801035 1   1 CLP     2018120700K1769 OPT   50000000001138537000000000000011385370000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600001           989901119 8   1 CLP     2018120700K1769 OPT   50000000036536500000000000000365365000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600001           989904058 8   1 USD     2018120700K1769 OPT   50000000000055000000000000000370898000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600002           212801035 1   1 CLP     2018120700K1769 OPT   50000000000606862000000000000006068620000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600002           989901118 8   1 CLP     2018120700K1769 OPT   50000000036536500000000000000365365000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600002           989904057 8   1 USD     2018120700K1769 OPT   50000000000055000000000000000370898000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600003           212801034 1   1 CLP     2018120700K1769 OPT   50000000000416000000000000000004160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600003           989901117 8   1 CLP     2018120700K1769 OPT   50000000038500000000000000000385000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059600003           989904056 8   1 USD     2018120700K1769 OPT   50000000000055000000000000000370898000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           412801011 1   1 CLP     2018120700K1769 OPT   80000000012191634000000000000121916340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           412801035 1   1 CLP     2018120700K1769 OPT   8-0000000121916340000-0000000121916340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           412801035 1   1 CLP     2018120700K1769 OPT   80000000012191634000000000000121916340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989901119 8   1 CLP     2018120700K1769 OPT   8-0000010033200000000-0000010033200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989901119 8   1 CLP     2018120700K1769 OPT   80000001003320000000000000010033200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989901137 8   1 CLP     2018120700K1769 OPT   80000001003320000000000000010033200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989904058 8   1 USD     2018120700K1769 OPT   8-0000000015000000000-0000010115400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989904058 8   1 USD     2018120700K1769 OPT   80000000001500000000000000010115400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059610001           989904082 8   1 USD     2018120700K1769 OPT   80000000001500000000000000010115400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           412801011 1   1 CLP     2018120700K1769 OPT   80000000000845641000000000000008456410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           412801035 1   1 CLP     2018120700K1769 OPT   8-0000000008456410000-0000000008456410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           412801035 1   1 CLP     2018120700K1769 OPT   80000000000845641000000000000008456410000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989901119 8   1 CLP     2018120700K1769 OPT   8-0000001312761460000-0000001312761460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989901119 8   1 CLP     2018120700K1769 OPT   80000000131276146000000000001312761460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989901137 8   1 CLP     2018120700K1769 OPT   80000000131276146000000000001312761460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989904058 8   1 USD     2018120700K1769 OPT   8-0000000001958176400-0000001320515837104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989904058 8   1 USD     2018120700K1769 OPT   80000000000195817640000000001320515837104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059620001           989904082 8   1 USD     2018120700K1769 OPT   80000000000195817640000000001320515837104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059630001           212801034 1   1 CLP     2018120700K1769 OPT   00000000004383495000000000000043834950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059630001           989901117 8   1 CLP     2018120700K1769 OPT   00000001400000000000000000014000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059630001           989904056 8   1 USD     2018120700K1769 OPT   00000000002000000000000000013487200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640001           412801035 1   1 CLP     2018120700K1769 OPT   50000000001155017000000000000011550170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640001           989901119 8   1 CLP     2018120700K1769 OPT   50000000026668000000000000000266680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640001           989904058 8   1 USD     2018120700K1769 OPT   50000000000040000000000000000269744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640002           212801035 1   1 CLP     2018120700K1769 OPT   50000000000871991000000000000008719910000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640002           989901118 8   1 CLP     2018120700K1769 OPT   50000000026668000000000000000266680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640002           989904057 8   1 USD     2018120700K1769 OPT   50000000000040000000000000000269744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640003           212801034 1   1 CLP     2018120700K1769 OPT   50000000000510031000000000000005100310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640003           989901117 8   1 CLP     2018120700K1769 OPT   50000000028800000000000000000288000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059640003           989904056 8   1 USD     2018120700K1769 OPT   50000000000040000000000000000269744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650001           212801034 1   1 CLP     2018120700K1769 OPT   20000000001969255000000000000019692550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650001           989901117 8   1 CLP     2018120700K1769 OPT   20000000352005000000000000003520050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650001           989904056 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650002           412801036 1   1 CLP     2018120700K1769 OPT   20000000001803815000000000000018038150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650002           989901120 8   1 CLP     2018120700K1769 OPT   20000000325000000000000000003250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059650002           989904059 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660001           212801034 1   1 CLP     2018120700K1769 OPT   20000000003245859000000000000032458590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660001           989901117 8   1 CLP     2018120700K1769 OPT   20000000352200000000000000003522000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660001           989904056 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660002           412801036 1   1 CLP     2018120700K1769 OPT   20000000003013208000000000000030132080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660002           989901120 8   1 CLP     2018120700K1769 OPT   20000000325000000000000000003250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059660002           989904059 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670001           212801034 1   1 CLP     2018120700K1769 OPT   20000000004420945000000000000044209450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670001           989901117 8   1 CLP     2018120700K1769 OPT   20000000352150000000000000003521500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670001           989904056 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670002           412801036 1   1 CLP     2018120700K1769 OPT   20000000004136280000000000000041362800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670002           989901120 8   1 CLP     2018120700K1769 OPT   20000000325000000000000000003250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059670002           989904059 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           412801011 1   1 CLP     2018120700K1769 OPT   80000000012642446000000000000126424460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           412801035 1   1 CLP     2018120700K1769 OPT   8-0000000126424460000-0000000126424460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           412801035 1   1 CLP     2018120700K1769 OPT   80000000012642446000000000000126424460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989901119 8   1 CLP     2018120700K1769 OPT   8-0000012060900000000-0000012060900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989901119 8   1 CLP     2018120700K1769 OPT   80000001206090000000000000012060900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989901137 8   1 CLP     2018120700K1769 OPT   80000001206090000000000000012060900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989904058 8   1 USD     2018120700K1769 OPT   8-0000000018000000000-0000012138480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989904058 8   1 USD     2018120700K1769 OPT   80000000001800000000000000012138480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059680001           989904082 8   1 USD     2018120700K1769 OPT   80000000001800000000000000012138480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059690001           212801034 1   1 CLP     2018120700K1769 OPT   20000000003500248000000000000035002480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059690001           989901117 8   1 CLP     2018120700K1769 OPT   20000000344750000000000000003447500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059690001           989904056 8   1 USD     2018120700K1769 OPT   20000000000500000000000000003371800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
    0000000000000000000059690002           412801036 1   1 CLP     2018120700K1769 OPT   20000000001926352000000000000019263520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000002230                                                                                0000000000000000000000000000                    
